name,type,star_rating,review_sum,address,contact,url,create_time
드로잉제인,공방,정보 없음,5,"서울 중구 남대문로10길 28 8층,드로잉제인",0507-1321-6576,https://pcmap.place.naver.com/place/1560789695/home?entry=bmp&from=map&fromPanelNum=2&x=126.9842402&y=37.5674459&timestamp=202309071820,2023-09-07 18:17:55
에모뜨,공방,정보 없음,0,서울 중구 을지로18길 18 2층 에모뜨,0507-1464-0371,https://pcmap.place.naver.com/place/1733682378/home?entry=bmp&from=map&fromPanelNum=2&x=126.9944851&y=37.5657027&timestamp=202309071820,2023-09-07 18:17:55
닷,공방,정보 없음,32,서울 중구 충무로 49-1 죽전빌딩 401호,0507-1317-1449,https://pcmap.place.naver.com/place/1356075598/home?entry=bmp&from=map&fromPanelNum=2&x=126.9925328&y=37.5656302&timestamp=202309071820,2023-09-07 18:17:55
가죽공방 레더레스트,공방,정보 없음,67,서울 종로구 성균관로 19 302호 가죽공방 레더레스트,0507-1402-0138,https://pcmap.place.naver.com/place/38257176/home?entry=bmp&from=map&fromPanelNum=2&x=126.9973508&y=37.5843957&timestamp=202309071820,2023-09-07 18:17:55
아로마포레스트 동대문점,향수공방,4.98,320,서울 중구 장충단로 247 9층 아로마포레스트 동대문점,0507-1473-5159,https://pcmap.place.naver.com/place/1051486008/home?entry=bmp&from=map&fromPanelNum=2&x=127.0073812&y=37.5668017&timestamp=202309071820,2023-09-07 18:17:55
아뜰리에나훔,공방,정보 없음,8,서울 종로구 창신5길 24,0507-1301-9437,https://pcmap.place.naver.com/place/1054406801/home?entry=bmp&from=map&fromPanelNum=2&x=127.0118655&y=37.5739034&timestamp=202309071821,2023-09-07 18:17:55
배스랩,공방,정보 없음,80,서울 중구 을지로18길 10 2층 203호,0507-1349-6985,https://pcmap.place.naver.com/place/1148777299/home?entry=bmp&from=map&fromPanelNum=2&x=126.9947048&y=37.5660829&timestamp=202309071821,2023-09-07 18:17:55
아로마포레스트 명동,향수공방,4.98,정보 없음,서울 중구 마른내로4길 10 정산빌딩 5층 501호,0507-1479-1435,https://pcmap.place.naver.com/place/1015953426/home?entry=bmp&from=map&fromPanelNum=2&x=126.9938168&y=37.5638733&timestamp=202309071821,2023-09-07 18:17:55
니어 이든,공방,정보 없음,8,서울 중구 퇴계로 370 니어 이든,0507-1377-1827,https://pcmap.place.naver.com/place/1409650551/home?entry=bmp&from=map&fromPanelNum=2&x=127.01266530575204&y=37.564802668934846&timestamp=202309071821,2023-09-07 18:17:55
SYLK,공방,정보 없음,25,서울 종로구 창경궁로 253-7 어젤리아명륜2 2층 33호,0507-1388-2544,https://pcmap.place.naver.com/place/1896746931/home?entry=bmp&from=map&fromPanelNum=2&x=126.9995284&y=37.5844227&timestamp=202309071821,2023-09-07 18:17:55
플롬,공방,정보 없음,0,서울 종로구 충신4나길 28-1 1층 상가(코너),010-7526-6901,https://pcmap.place.naver.com/place/1699967663/home?entry=bmp&from=map&fromPanelNum=2&x=127.0078936&y=37.5769778&timestamp=202309071821,2023-09-07 18:17:55
디앤나잇,공방,정보 없음,25,서울 종로구 창경궁로29길 36 2층,0507-1391-0172,https://pcmap.place.naver.com/place/1035590811/home?entry=bmp&from=map&fromPanelNum=2&x=126.9973774&y=37.584185&timestamp=202309071821,2023-09-07 18:17:55
손놀림공방,가죽제품제작,정보 없음,8,서울 종로구 낙산성곽서1길 19-1,0507-1318-4704,https://pcmap.place.naver.com/place/34983857/home?entry=bmp&from=map&fromPanelNum=2&x=127.0079619&y=37.5779083&timestamp=202309071821,2023-09-07 18:17:55
08스튜디오,공방,4.55,88,서울 종로구 혜화로 13 1층 08스튜디오,0507-1352-5316,https://pcmap.place.naver.com/place/1911676738/home?entry=bmp&from=map&fromPanelNum=2&x=126.9999655&y=37.5866829&timestamp=202309071821,2023-09-07 18:17:55
을지화실,공방,정보 없음,68,서울 중구 을지로16길 35 조광빌딩 501호,010-5787-6776,https://pcmap.place.naver.com/place/1846118305/home?entry=bmp&from=map&fromPanelNum=2&x=126.9935325&y=37.5648538&timestamp=202309071821,2023-09-07 18:17:55
SWU스튜디오,공방,정보 없음,1,서울 종로구 청계천로 159 세운상가 7층,정보 없음,https://pcmap.place.naver.com/place/1283148429/home?entry=bmp&from=map&fromPanelNum=2&x=126.9952397&y=37.5692839&timestamp=202309071822,2023-09-07 18:17:55
로파파레더,공방,정보 없음,23,서울 종로구 지봉로17길 12-1 1층 1호 가죽공방,0507-1392-9969,https://pcmap.place.naver.com/place/1888132815/home?entry=bmp&from=map&fromPanelNum=2&x=127.0144235&y=37.5798406&timestamp=202309071822,2023-09-07 18:17:55
동림매듭공방,박물관,정보 없음,43,서울 종로구 북촌로12길 10,02-3673-2778,https://pcmap.place.naver.com/place/11796222/home?entry=bmp&from=map&fromPanelNum=2&x=126.98559010000001&y=37.581809400000004&timestamp=202309071822,2023-09-07 18:17:55
디셈브레 안국,공방,정보 없음,33,서울 종로구 북촌로5가길 8-7,0507-1445-7720,https://pcmap.place.naver.com/place/1709893034/home?entry=bmp&from=map&fromPanelNum=2&x=126.9824388&y=37.5802338&timestamp=202309071822,2023-09-07 18:17:55
카넬라,공방,정보 없음,180,서울 종로구 계동4길 10-6,0507-1425-0127,https://pcmap.place.naver.com/place/1762698328/home?entry=bmp&from=map&fromPanelNum=2&x=126.9872905&y=37.5819985&timestamp=202309071822,2023-09-07 18:17:55
요호,공방,4.96,정보 없음,서울 중구 퇴계로 159-6 3층 요호,0507-1484-0906,https://pcmap.place.naver.com/place/19943146/home?entry=bmp&from=map&fromPanelNum=2&x=126.9898954&y=37.5616746&timestamp=202309071822,2023-09-07 18:17:55
식물이 좋아서,공방,정보 없음,39,서울 종로구 계동길 98 2층,0507-1331-1106,https://pcmap.place.naver.com/place/1050493398/home?entry=bmp&from=map&fromPanelNum=2&x=126.9868679&y=37.5816975&timestamp=202309071822,2023-09-07 18:17:55
미묘한 균형,공방,정보 없음,35,서울 성북구 보문로21가길 29 지층 미묘한 균형,0507-1445-7990,https://pcmap.place.naver.com/place/1231218545/home?entry=bmp&from=map&fromPanelNum=2&x=127.0187117&y=37.5815341&timestamp=202309071822,2023-09-07 18:17:55
랩포터리,공방,5,92,서울 중구 퇴계로56길 26 102호,0507-1385-8605,https://pcmap.place.naver.com/place/1623730483/home?entry=bmp&from=map&fromPanelNum=2&x=127.0059069&y=37.5626501&timestamp=202309071822,2023-09-07 18:17:55
오브지 세라믹스튜디오,공방,정보 없음,0,서울 중구 퇴계로41길 45 3층 301,010-2211-1579,https://pcmap.place.naver.com/place/1505948186/home?entry=bmp&from=map&fromPanelNum=2&x=126.9954403&y=37.5638532&timestamp=202309071822,2023-09-07 18:17:55
베르씨빌라쥬,공방,4.45,85,서울 종로구 자하문로5길 25,010-2063-3126,https://pcmap.place.naver.com/place/36932765/home?entry=bmp&from=map&fromPanelNum=2&x=126.9704161&y=37.5776782&timestamp=202309071823,2023-09-07 18:17:55
삼월의 작업실,공방,정보 없음,13,서울 종로구 자하문로30길 9 101호,02-732-8111,https://pcmap.place.naver.com/place/1916115440/home?entry=bmp&from=map&fromPanelNum=2&x=126.97066&y=37.5856842&timestamp=202309071823,2023-09-07 18:17:55
hhhh.note,공방,정보 없음,12,서울 종로구 필운대로 41 2층,0507-1398-6215,https://pcmap.place.naver.com/place/1230943227/home?entry=bmp&from=map&fromPanelNum=2&x=126.96862100000001&y=37.579741099999985&timestamp=202309071823,2023-09-07 18:17:55
탬버린프로젝트,공방,정보 없음,284,서울 종로구 옥인길 24 1층,0507-1319-0963,https://pcmap.place.naver.com/place/726056020/home?entry=bmp&from=map&fromPanelNum=2&x=126.9673542&y=37.5808777&timestamp=202309071823,2023-09-07 18:17:55
마스터.케이가죽공방,공방,정보 없음,4,서울 중구 남대문시장4길 9 대도종합상가 D동 1층 34호,010-4949-1282,https://pcmap.place.naver.com/place/1570517586/home?entry=bmp&from=map&fromPanelNum=2&x=126.9775645&y=37.5594844&timestamp=202309071823,2023-09-07 18:17:55
애프터아워즈,공방,정보 없음,12,서울 중구 창경궁로5길 19 201호,0507-1362-8623,https://pcmap.place.naver.com/place/1129815241/home?entry=bmp&from=map&fromPanelNum=2&x=126.9969474&y=37.5670166&timestamp=202309071823,2023-09-07 18:17:55
