name,type_code,type,star_rating,review_total,address_si,address_gu,address_lo,address_detail,area,contact,url,create_time,lat,lng,naver_place_id
동방뮤지컬컴퍼니,F1,공연장,정보 없음,3,서울,종로구,대학로11길,41-8,jongno,02-712-3865,https://pcmap.place.naver.com/place/12076990/home?entry=bmp&from=map&fromPanelNum=2&x=126.999370599476&y=37.5821953007257&timestamp=202309071847,2023-09-07 18:45:56,126.9993822,37.5821732,12076990
뮤지컬노래방,F1,노래방,정보 없음,23,서울,중구,명동8길,11-6,jongno,02-3789-8868,https://pcmap.place.naver.com/place/21170368/home?entry=bmp&from=map&fromPanelNum=2&x=126.9849627&y=37.5631698&timestamp=202309071847,2023-09-07 18:45:56,126.9849880,37.5631570,21170368
아르코한예종 뮤지컬창작아카데미,F1,"연구,연구소",정보 없음,0,서울,종로구,창경궁로,215 한국예술종합학교 대학로캠퍼스 205호,jongno,0507-1402-9792,https://pcmap.place.naver.com/place/37927961/home?entry=bmp&from=map&fromPanelNum=2&x=126.9970111&y=37.5824547&timestamp=202309071847,2023-09-07 18:45:56,126.9970111,37.5824547,37927961
홍익대 공연예술 뮤지컬,F1,"공연,연극시설",정보 없음,0,서울,종로구,대학로,57 B220-2,jongno,010-3841-5336,https://pcmap.place.naver.com/place/1181644198/home?entry=bmp&from=map&fromPanelNum=2&x=127.0013729&y=37.5764627&timestamp=202309071847,2023-09-07 18:45:56,127.0013729,37.5764627,1181644198
대영뮤지컬 컴퍼니,F1,극단,정보 없음,0,서울,종로구,창경궁로,254 동원빌딩,jongno,010-9638-1938,https://pcmap.place.naver.com/place/37592412/home?entry=bmp&from=map&fromPanelNum=2&x=126.9999932&y=37.5837017&timestamp=202309071848,2023-09-07 18:45:56,126.9999822,37.5837443,37592412
사단법인 한국뮤지컬협회,F1,"문화,예술",정보 없음,5,서울,종로구,동숭길,101,jongno,02-765-5598,https://pcmap.place.naver.com/place/20986186/home?entry=bmp&from=map&fromPanelNum=2&x=127.0040244&y=37.5824752&timestamp=202309071848,2023-09-07 18:45:56,127.0040379,37.5824625,20986186
더뮤지컬센터,F1,기업,정보 없음,0,서울,종로구,동숭길,100,jongno,정보 없음,https://pcmap.place.naver.com/place/1456634610/home?entry=bmp&from=map&fromPanelNum=2&x=127.004257999999&y=37.5828744999462&timestamp=202309071848,2023-09-07 18:45:56,127.0042712,37.5828444,1456634610
뮤지컬셰프 가온홀,F1,"공연,연극시설",정보 없음,0,서울,중구,마른내로,47 명보극장,jongno,정보 없음,https://pcmap.place.naver.com/place/1734126716/home?entry=bmp&from=map&fromPanelNum=2&x=126.99324760049207&y=37.564693285484154&timestamp=202309071848,2023-09-07 18:45:56,126.9932319,37.5647074,1734126716
바라뮤지컬연구소,F1,극단,정보 없음,3,서울,종로구,북촌로,31-4 오픈아이즈센터 2층,jongno,정보 없음,https://pcmap.place.naver.com/place/1941252248/home?entry=bmp&from=map&fromPanelNum=2&x=126.98473549994598&y=37.57970740036829&timestamp=202309071848,2023-09-07 18:45:56,126.9847355,37.5797074,1941252248
엔에이 뮤지컬컴퍼니,F1,"영상,오디오,방송",정보 없음,3,서울,종로구,이화장길,86-11 201호,jongno,02-2236-9296,https://pcmap.place.naver.com/place/13173022/home?entry=bmp&from=map&fromPanelNum=2&x=127.0051581&y=37.5792322&timestamp=202309071848,2023-09-07 18:45:56,127.0051781,37.5792173,13173022
드림아트센터,F1,공연장,4.38,0,서울,종로구,동숭길,123 드림아트센터,jongno,02-3481-8843,https://pcmap.place.naver.com/place/38576076/home?entry=bmp&from=map&fromPanelNum=2&x=127.0032936998&y=37.5832930007066&timestamp=202309071848,2023-09-07 18:45:56,127.0033302,37.5832813,38576076
대학로 JTN 아트홀,F1,"공연,연극시설",정보 없음,0,서울,종로구,이화장길,26 대학로 JTN 아트홀,jongno,02-779-1595,https://pcmap.place.naver.com/place/20978368/home?entry=bmp&from=map&fromPanelNum=2&x=127.003943299665&y=37.5766384003194&timestamp=202309071848,2023-09-07 18:45:56,127.0039443,37.5766721,20978368
예스24스테이지,F1,"공연,연극시설",4.48,0,서울,종로구,대학로12길,21,jongno,02-742-9637,https://pcmap.place.naver.com/place/1524725593/home?entry=bmp&from=map&fromPanelNum=2&x=127.00317109166899&y=37.5827685969849&timestamp=202309071849,2023-09-07 18:45:56,127.0031717,37.5827315,1524725593
대학로자유극장,F1,"공연,연극시설",정보 없음,990,서울,종로구,대학로12길,31,jongno,0507-1370-0661,https://pcmap.place.naver.com/place/317404170/home?entry=bmp&from=map&fromPanelNum=2&x=127.00356619962301&y=37.58274920095529&timestamp=202309071849,2023-09-07 18:45:56,127.0036299,37.5827499,317404170
시온아트홀,F1,공연장,정보 없음,326,서울,종로구,대학로8가길,52 3층,jongno,070-8719-9106,https://pcmap.place.naver.com/place/1491198750/home?entry=bmp&from=map&fromPanelNum=2&x=127.00263659989699&y=37.582999501334&timestamp=202309071849,2023-09-07 18:45:56,127.0026677,37.5829838,1491198750
파랑씨어터,F1,"공연,연극시설",4.29,581,서울,종로구,대학로8가길,36,jongno,070-4870-1931,https://pcmap.place.naver.com/place/35913944/home?entry=bmp&from=map&fromPanelNum=2&x=127.002457800452&y=37.5825377007315&timestamp=202309071849,2023-09-07 18:45:56,127.0024786,37.5824917,35913944
에이치씨어터,F1,"공연,연극시설",4.71,151,서울,종로구,이화장길,54,jongno,1566-0507,https://pcmap.place.naver.com/place/1723369684/home?entry=bmp&from=map&fromPanelNum=2&x=127.004673&y=37.5775645&timestamp=202309071849,2023-09-07 18:45:56,127.0047407,37.5776001,1723369684
JTN 아트홀 3관,F1,공연장,정보 없음,447,서울,종로구,이화장길,26 JTN 아트홀,jongno,0507-1302-1596,https://pcmap.place.naver.com/place/13413044/home?entry=bmp&from=map&fromPanelNum=2&x=127.003944100413&y=37.5766120996967&timestamp=202309071849,2023-09-07 18:45:56,127.0039443,37.5766721,13413044
하마씨어터,F1,공연장,4.9,677,서울,종로구,대학로10길,15-11 4층,jongno,02-766-0830,https://pcmap.place.naver.com/place/1450717347/home?entry=bmp&from=map&fromPanelNum=2&x=127.00278829999999&y=37.5822652&timestamp=202309071849,2023-09-07 18:45:56,127.0027883,37.5822652,1450717347
룸씨어터,F1,공연장,정보 없음,166,서울,종로구,대학로10길,12 지하1층,jongno,0507-1377-2335,https://pcmap.place.naver.com/place/1039271541/home?entry=bmp&from=map&fromPanelNum=2&x=127.0028255&y=37.5816161&timestamp=202309071849,2023-09-07 18:45:56,127.0028255,37.5816161,1039271541
플러스씨어터,F1,공연장,정보 없음,0,서울,종로구,대학로12길,73,jongno,02-556-4303,https://pcmap.place.naver.com/place/1138854501/home?entry=bmp&from=map&fromPanelNum=2&x=127.0039908&y=37.5808248&timestamp=202309071849,2023-09-07 18:45:56,127.0039908,37.5808259,1138854501
스타스테이지,F1,"공연,연극시설",정보 없음,61,서울,종로구,대학로12길,15 . 지하2층(동숭동),jongno,0507-1440-5356,https://pcmap.place.naver.com/place/1169564316/home?entry=bmp&from=map&fromPanelNum=2&x=127.0028633&y=37.5827358&timestamp=202309071849,2023-09-07 18:45:56,127.0028633,37.5827358,1169564316
더굿씨어터,F1,공연장,정보 없음,37,서울,종로구,대학로,144 중원빌딩 지하2층,jongno,02-742-7779,https://pcmap.place.naver.com/place/1958045053/home?entry=bmp&from=map&fromPanelNum=2&x=127.0020846&y=37.5839822&timestamp=202309071850,2023-09-07 18:45:56,127.0020846,37.5839822,1958045053
씨어터쿰,F1,"공연,연극시설",정보 없음,246,서울,종로구,창경궁로,253-7,jongno,0507-1416-0030,https://pcmap.place.naver.com/place/1427218153/home?entry=bmp&from=map&fromPanelNum=2&x=126.9995284&y=37.5844227&timestamp=202309071850,2023-09-07 18:45:56,126.9995284,37.5844227,1427218153
아트하우스,F1,공연장,정보 없음,87,서울,종로구,대학로10길,26 지하1층,jongno,010-6799-1398,https://pcmap.place.naver.com/place/1125740039/home?entry=bmp&from=map&fromPanelNum=2&x=127.0037448&y=37.5816335&timestamp=202309071850,2023-09-07 18:45:56,127.0037448,37.5816335,1125740039
업스테이지,F1,공연장,정보 없음,239,서울,종로구,동숭길,41,jongno,070-4792-8342,https://pcmap.place.naver.com/place/1762336142/home?entry=bmp&from=map&fromPanelNum=2&x=127.0042962&y=37.5801069&timestamp=202309071850,2023-09-07 18:45:56,127.0042962,37.5801069,1762336142
학전블루 소극장,F1,공연장,4.63,626,서울,종로구,대학로12길,46,jongno,02-763-8233,https://pcmap.place.naver.com/place/11639698/home?entry=bmp&from=map&fromPanelNum=2&x=127.003731&y=37.5820626&timestamp=202309071850,2023-09-07 18:45:56,127.0037310,37.5820626,11639698
미마지아트센터 물빛극장,F1,공연장,정보 없음,692,서울,종로구,대학로8가길,129 동원빌딩 지하 1층,jongno,02-6404-5005,https://pcmap.place.naver.com/place/11663674/home?entry=bmp&from=map&fromPanelNum=2&x=127.00348550050198&y=37.5803325013344&timestamp=202309071850,2023-09-07 18:45:56,127.0035471,37.5803079,11663674
세우아트센터 2관,F1,"공연,연극시설",정보 없음,240,서울,종로구,대학로12길,49 4층,jongno,070-7542-5099,https://pcmap.place.naver.com/place/1529619837/home?entry=bmp&from=map&fromPanelNum=2&x=127.003983799988&y=37.5819513000269&timestamp=202309071850,2023-09-07 18:45:56,127.0039937,37.5819391,1529619837
홍컴퍼니,F1,공연기획사,4.55,83,서울,종로구,대학로8가길,56 401호,jongno,02-3444-0205,https://pcmap.place.naver.com/place/1165665964/home?entry=bmp&from=map&fromPanelNum=2&x=127.0028803&y=37.5830086&timestamp=202309071850,2023-09-07 18:45:56,127.0028803,37.5830086,1165665964
세종예술아카데미,F1,"평생,사회교육원",정보 없음,32,서울,종로구,세종대로,175 세종문화회관,jongno,02-399-1608,https://pcmap.place.naver.com/place/13284910/home?entry=bmp&from=map&fromPanelNum=2&x=126.97581199998699&y=37.5719370006232&timestamp=202309071850,2023-09-07 18:45:56,126.9761683,37.5718479,13284910
서일문화예술고등학교,F1,고등학교,정보 없음,292,서울,종로구,지봉로17길,49,jongno,0507-1402-5863,https://pcmap.place.naver.com/place/12112178/home?entry=bmp&from=map&fromPanelNum=2&x=127.0128552&y=37.579367299999994&timestamp=202309071850,2023-09-07 18:45:56,127.0128552,37.5793673,12112178
이화여자고등학교100주년기념관,F1,부속건물,정보 없음,124,서울,중구,정동길,26,jongno,02-777-4258,https://pcmap.place.naver.com/place/13283331/home?entry=bmp&from=map&fromPanelNum=2&x=126.9706692&y=37.5662346&timestamp=202309071850,2023-09-07 18:45:56,126.9713043,37.5658284,13283331
CJ아지트 대학로점,F1,공연장,정보 없음,334,서울,종로구,대학로12길,"69 태원빌딩 지하 1층, 2층",jongno,02-6740-1419,https://pcmap.place.naver.com/place/37815081/home?entry=bmp&from=map&fromPanelNum=2&x=127.00391960054199&y=37.5809648005746&timestamp=202309071851,2023-09-07 18:45:56,127.0039781,37.5810130,37815081
예장연극영화학원,F1,연기학원,정보 없음,39,서울,종로구,대학로8가길,80 리트모빌딩 4층,jongno,0507-1382-3141,https://pcmap.place.naver.com/place/11882204/home?entry=bmp&from=map&fromPanelNum=2&x=127.003218846153&y=37.582473426838&timestamp=202309071851,2023-09-07 18:45:56,127.0032821,37.5824727,11882204
단하나연기클래스,F1,연기학원,정보 없음,9,서울,종로구,성균관로3길,11,jongno,0507-1342-3675,https://pcmap.place.naver.com/place/1464035869/home?entry=bmp&from=map&fromPanelNum=2&x=126.99753619999998&y=37.5834523&timestamp=202309071851,2023-09-07 18:45:56,126.9975362,37.5834523,1464035869
성균관컨벤션웨딩홀,F1,예식장,정보 없음,205,서울,종로구,성균관로,31,jongno,02-744-0677,https://pcmap.place.naver.com/place/11545666/home?entry=bmp&from=map&fromPanelNum=2&x=126.9967399&y=37.5853547&timestamp=202309071851,2023-09-07 18:45:56,126.9967251,37.5854879,11545666
넘버나인,F1,제조업,정보 없음,0,서울,종로구,종로,266 동대문종합상가 B동 5043-2호,jongno,0507-1400-0128,https://pcmap.place.naver.com/place/1328934375/home?entry=bmp&from=map&fromPanelNum=2&x=127.0073287&y=37.5707065&timestamp=202309071851,2023-09-07 18:45:56,127.0073136,37.5706765,1328934375
베리컴퍼니,F1,공연장,정보 없음,160,서울,종로구,동숭3길,30,jongno,02-3674-2525,https://pcmap.place.naver.com/place/1731932593/home?entry=bmp&from=map&fromPanelNum=2&x=127.00480110010201&y=37.582356901058695&timestamp=202309071851,2023-09-07 18:45:56,127.0048455,37.5823820,1731932593
담소,F1,"도서,음반,문구",정보 없음,159,서울,종로구,대학로12길,73 2층 담소,jongno,02-556-4305,https://pcmap.place.naver.com/place/1182861291/home?entry=bmp&from=map&fromPanelNum=2&x=127.0039908&y=37.5808259&timestamp=202309071851,2023-09-07 18:45:56,127.0039908,37.5808259,1182861291
