name,type,star_rating,review_sum,address,contact,url,create_time
꽃지로,이자카야,4.08,952,서울 중구 을지로12길 16 꽃지로,0507-1402-3133,https://pcmap.place.naver.com/restaurant/1098147736/home?entry=bmp&from=map&fromPanelNum=2&x=126.990987&y=37.565598&timestamp=202309071801,2023-09-07 17:59:08
달빛마루,요리주점,4.33,819,서울 종로구 대학로11길 24-1,0507-1418-6787,https://pcmap.place.naver.com/restaurant/20724809/home?entry=bmp&from=map&fromPanelNum=2&x=127.00025859999957&y=37.58230160000031&timestamp=202309071801,2023-09-07 17:59:08
을지맥옥,"맥주,호프",4.26,정보 없음,서울 중구 수표로 48-16,02-2272-1825,https://pcmap.place.naver.com/restaurant/1172310688/home?entry=bmp&from=map&fromPanelNum=2&x=126.9907191&y=37.5654674&timestamp=202309071801,2023-09-07 17:59:08
이자카야나무 종각점,이자카야,4.47,정보 없음,"서울 종로구 종로10길 16 2,3층",02-722-6787,https://pcmap.place.naver.com/restaurant/1193914144/home?entry=bmp&n_ad_group_type=10&n_query=%EC%A2%85%EB%A1%9C%EC%88%A0%EC%A7%91&from=map&fromPanelNum=2&x=126.98436058697501&y=37.569327291402594&timestamp=202309071801,2023-09-07 17:59:08
JH텍사스바,"맥주,호프",4.33,1137,서울 중구 무교로 32 효령빌딩,0507-1378-0805,https://pcmap.place.naver.com/restaurant/38274835/home?entry=bmp&n_ad_group_type=10&n_query=%EC%A2%85%EB%A1%9C%EC%88%A0%EC%A7%91&from=map&fromPanelNum=2&x=126.97950800000301&y=37.56881200090899&timestamp=202309071801,2023-09-07 17:59:08
와,이자카야,4.49,278,서울 종로구 인사동3길 8,0507-1403-7207,https://pcmap.place.naver.com/restaurant/37349491/home?entry=bmp&from=map&fromPanelNum=2&x=126.98626748330659&y=37.57195559526539&timestamp=202309071801,2023-09-07 17:59:08
달막달막,요리주점,4.51,381,서울 종로구 인사동16길 11-1,02-739-2220,https://pcmap.place.naver.com/restaurant/1967078079/home?entry=bmp&from=map&fromPanelNum=2&x=126.984188&y=37.5752281&timestamp=202309071801,2023-09-07 17:59:08
야젠 1호점,이자카야,정보 없음,545,서울 종로구 종로31길 10,0507-1400-1485,https://pcmap.place.naver.com/restaurant/37633182/home?entry=bmp&from=map&fromPanelNum=2&x=127.00020726577195&y=37.57155902739453&timestamp=202309071801,2023-09-07 17:59:08
꽃피는산골,요리주점,4.39,671,서울 종로구 종로11길 17,0507-1412-7963,https://pcmap.place.naver.com/restaurant/11723442/home?entry=bmp&from=map&fromPanelNum=2&x=126.98558700000038&y=37.57112500000024&timestamp=202309071801,2023-09-07 17:59:08
떡상,요리주점,정보 없음,261,서울 종로구 인사동14길 43 1층 떡상,0507-1431-7734,https://pcmap.place.naver.com/restaurant/1614154375/home?entry=bmp&from=map&fromPanelNum=2&x=126.98480650078157&y=37.57502434540329&timestamp=202309071801,2023-09-07 17:59:08
루나소사이어티,요리주점,5,279,서울 종로구 삼일대로32길 49-5 1층,0507-1371-0190,https://pcmap.place.naver.com/restaurant/1012981668/home?entry=bmp&from=map&fromPanelNum=2&x=126.9896361&y=37.5757719&timestamp=202309071802,2023-09-07 17:59:08
비스라운지,술집,정보 없음,526,서울 종로구 대학로 135-8 단독건물 비스라운지,0507-1414-1176,https://pcmap.place.naver.com/restaurant/1326247511/home?entry=bmp&from=map&fromPanelNum=2&x=127.0011344&y=37.5832929&timestamp=202309071802,2023-09-07 17:59:08
15번출구,"맥주,호프",정보 없음,835,서울 종로구 수표로20길 34 1층,0507-1329-8316,https://pcmap.place.naver.com/restaurant/396944356/home?entry=bmp&from=map&fromPanelNum=2&x=126.991454&y=37.569845&timestamp=202309071802,2023-09-07 17:59:08
서울바당,술집,정보 없음,297,서울 종로구 대명길 19-5 지하1층,0507-1339-3975,https://pcmap.place.naver.com/restaurant/1793838609/home?entry=bmp&from=map&fromPanelNum=2&x=127.0006897&y=37.58314530091221&timestamp=202309071802,2023-09-07 17:59:08
옥상,"맥주,호프",4.25,760,서울 종로구 돈화문로11길 6,0507-1478-5859,https://pcmap.place.naver.com/restaurant/1596260958/home?entry=bmp&from=map&fromPanelNum=2&x=126.9911237999995&y=37.572755600000036&timestamp=202309071802,2023-09-07 17:59:08
청계천 휴,"맥주,호프",4.3,정보 없음,서울 종로구 청계천로 71 청계천 휴,02-736-7788,https://pcmap.place.naver.com/restaurant/1451704655/home?entry=bmp&from=map&fromPanelNum=2&x=126.98562260590938&y=37.5686938199949&timestamp=202309071802,2023-09-07 17:59:08
야젠 2호점,이자카야,4.33,570,서울 종로구 돈화문로5가길 19,02-763-1485,https://pcmap.place.naver.com/restaurant/1798532855/home?entry=bmp&from=map&fromPanelNum=2&x=126.99146285308517&y=37.571629758434845&timestamp=202309071802,2023-09-07 17:59:08
법원,술집,4.69,645,서울 종로구 창덕궁1길 33,02-745-1933,https://pcmap.place.naver.com/restaurant/1348865017/home?entry=bmp&from=map&fromPanelNum=2&x=126.9873796&y=37.5792588&timestamp=202309071802,2023-09-07 17:59:08
술패도니,이자카야,4.12,990,서울 종로구 종로10길 13 2층,0507-1383-6599,https://pcmap.place.naver.com/restaurant/677534102/home?entry=bmp&from=map&fromPanelNum=2&x=126.98456163480448&y=37.56949055712217&timestamp=202309071802,2023-09-07 17:59:08
술라,"맥주,호프",4.62,362,서울 종로구 서순라길 57 1층 2층,0507-1302-6717,https://pcmap.place.naver.com/restaurant/1247716788/home?entry=bmp&from=map&fromPanelNum=2&x=126.99295269471386&y=37.573069308938514&timestamp=202309071802,2023-09-07 17:59:08
Projec D,"맥주,호프",4.4,정보 없음,서울 중구 퇴계로 343-1 동양빌딩,0507-1405-9706,https://pcmap.place.naver.com/restaurant/36073217/home?entry=bmp&from=map&fromPanelNum=2&x=127.00979430033&y=37.5647741003375&timestamp=202309071802,2023-09-07 17:59:08
맥썸 대학로점,"맥주,호프",4.45,693,서울 종로구 대명길 9 2층,02-766-3888,https://pcmap.place.naver.com/restaurant/1946473141/home?entry=bmp&from=map&fromPanelNum=2&x=127.00093437767372&y=37.58342936357509&timestamp=202309071802,2023-09-07 17:59:08
끄티집 종로점,요리주점,정보 없음,353,서울 종로구 삼일대로19길 20 1~4층,02-725-7772,https://pcmap.place.naver.com/restaurant/1534553623/home?entry=bmp&from=map&fromPanelNum=2&x=126.9864583&y=37.5696091&timestamp=202309071802,2023-09-07 17:59:08
헝그리서울,요리주점,정보 없음,215,서울 종로구 인사동16길 8-3,0507-1304-9285,https://pcmap.place.naver.com/restaurant/1694153423/home?entry=bmp&from=map&fromPanelNum=2&x=126.9844198&y=37.5752009&timestamp=202309071803,2023-09-07 17:59:08
코너숍,요리주점,정보 없음,354,서울 중구 을지로12길 15 1층,0507-1420-1291,https://pcmap.place.naver.com/restaurant/1152633370/home?entry=bmp&from=map&fromPanelNum=2&x=126.9911532&y=37.5655723&timestamp=202309071803,2023-09-07 17:59:08
고엔,이자카야,정보 없음,724,서울 종로구 창경궁로 255 1층,0507-1319-5042,https://pcmap.place.naver.com/restaurant/21074680/home?entry=bmp&from=map&fromPanelNum=2&x=126.99993565222684&y=37.584352185421835&timestamp=202309071803,2023-09-07 17:59:08
푸른별주막,요리주점,4.3,312,서울 종로구 인사동16길 17-1,0507-1336-3095,https://pcmap.place.naver.com/restaurant/13567052/home?entry=bmp&from=map&fromPanelNum=2&x=126.9840183&y=37.5755332&timestamp=202309071803,2023-09-07 17:59:08
GRIB,요리주점,정보 없음,476,서울 종로구 계동길 5 1층 106호,070-4141-5511,https://pcmap.place.naver.com/restaurant/1804738944/home?entry=bmp&from=map&fromPanelNum=2&x=126.986491004136&y=37.57729155113109&timestamp=202309071803,2023-09-07 17:59:08
토라 대학로점,이자카야,정보 없음,270,서울 종로구 대명1길 4,0507-1340-7779,https://pcmap.place.naver.com/restaurant/1293675280/home?entry=bmp&from=map&fromPanelNum=2&x=127.0008236&y=37.5832904&timestamp=202309071803,2023-09-07 17:59:08
현제,이자카야,정보 없음,183,서울 종로구 청계천로 67 종로 1번가 오피스텔 105-1호,0507-1457-3352,https://pcmap.place.naver.com/restaurant/1265312395/home?entry=bmp&from=map&fromPanelNum=2&x=126.98525157282737&y=37.56874849704733&timestamp=202309071803,2023-09-07 17:59:08
고씨네고추장찌개,포장마차,4.3,1150,서울 중구 수표로 26 1층,010-7111-4328,https://pcmap.place.naver.com/restaurant/1865094857/home?entry=bmp&from=map&fromPanelNum=2&x=126.990374732524&y=37.56352553097229&timestamp=202309071803,2023-09-07 17:59:08
이태리양조장 종각역점,"맥주,호프",정보 없음,226,서울 종로구 삼일대로17길 50 1층,0507-1303-2760,https://pcmap.place.naver.com/restaurant/1708196505/home?entry=bmp&from=map&fromPanelNum=2&x=126.98479072417122&y=37.56925362142487&timestamp=202309071803,2023-09-07 17:59:08
대림호프,"맥주,호프",4.44,217,서울 중구 창경궁로5길 11,02-2275-2881,https://pcmap.place.naver.com/restaurant/1109656885/home?entry=bmp&from=map&fromPanelNum=2&x=126.9973635&y=37.5671247&timestamp=202309071803,2023-09-07 17:59:08
인사동노가리,"맥주,호프",4.64,306,서울 종로구 인사동3길 14 1층 인사동노가리,070-8958-0930,https://pcmap.place.naver.com/restaurant/21849004/home?entry=bmp&from=map&fromPanelNum=2&x=126.9860146&y=37.5718453&timestamp=202309071804,2023-09-07 17:59:08
빅파이브 종로점,요리주점,4.27,479,"서울 종로구 수표로 115 2, 3층",0507-1370-0939,https://pcmap.place.naver.com/restaurant/608052515/home?entry=bmp&from=map&fromPanelNum=2&x=126.98902003210999&y=37.5716637623817&timestamp=202309071804,2023-09-07 17:59:08
