name,type,star_rating,review_sum,address,contact,url,create_time
파랑씨어터,"공연,연극시설",4.29,581,서울 종로구 대학로8가길 36,070-4870-1931,https://pcmap.place.naver.com/place/35913944/home?entry=bmp&from=map&fromPanelNum=2&x=127.002457800452&y=37.5825377007315&timestamp=202309071849,2023-09-07 18:45:56
에이치씨어터,"공연,연극시설",4.71,151,서울 종로구 이화장길 54,1566-0507,https://pcmap.place.naver.com/place/1723369684/home?entry=bmp&from=map&fromPanelNum=2&x=127.004673&y=37.5775645&timestamp=202309071849,2023-09-07 18:45:56
JTN 아트홀 3관,공연장,정보 없음,447,서울 종로구 이화장길 26 JTN 아트홀,0507-1302-1596,https://pcmap.place.naver.com/place/13413044/home?entry=bmp&from=map&fromPanelNum=2&x=127.003944100413&y=37.5766120996967&timestamp=202309071849,2023-09-07 18:45:56
하마씨어터,공연장,4.9,677,서울 종로구 대학로10길 15-11 4층,02-766-0830,https://pcmap.place.naver.com/place/1450717347/home?entry=bmp&from=map&fromPanelNum=2&x=127.00278829999999&y=37.5822652&timestamp=202309071849,2023-09-07 18:45:56
룸씨어터,공연장,정보 없음,166,서울 종로구 대학로10길 12 지하1층,0507-1377-2335,https://pcmap.place.naver.com/place/1039271541/home?entry=bmp&from=map&fromPanelNum=2&x=127.0028255&y=37.5816161&timestamp=202309071849,2023-09-07 18:45:56
플러스씨어터,공연장,정보 없음,정보 없음,서울 종로구 대학로12길 73,02-556-4303,https://pcmap.place.naver.com/place/1138854501/home?entry=bmp&from=map&fromPanelNum=2&x=127.0039908&y=37.5808248&timestamp=202309071849,2023-09-07 18:45:56
스타스테이지,"공연,연극시설",정보 없음,61,서울 종로구 대학로12길 15 . 지하2층(동숭동),0507-1440-5356,https://pcmap.place.naver.com/place/1169564316/home?entry=bmp&from=map&fromPanelNum=2&x=127.0028633&y=37.5827358&timestamp=202309071849,2023-09-07 18:45:56
더굿씨어터,공연장,정보 없음,37,서울 종로구 대학로 144 중원빌딩 지하2층,02-742-7779,https://pcmap.place.naver.com/place/1958045053/home?entry=bmp&from=map&fromPanelNum=2&x=127.0020846&y=37.5839822&timestamp=202309071850,2023-09-07 18:45:56
씨어터쿰,"공연,연극시설",정보 없음,246,서울 종로구 창경궁로 253-7,0507-1416-0030,https://pcmap.place.naver.com/place/1427218153/home?entry=bmp&from=map&fromPanelNum=2&x=126.9995284&y=37.5844227&timestamp=202309071850,2023-09-07 18:45:56
아트하우스,공연장,정보 없음,87,서울 종로구 대학로10길 26 지하1층,010-6799-1398,https://pcmap.place.naver.com/place/1125740039/home?entry=bmp&from=map&fromPanelNum=2&x=127.0037448&y=37.5816335&timestamp=202309071850,2023-09-07 18:45:56
업스테이지,공연장,정보 없음,239,서울 종로구 동숭길 41,070-4792-8342,https://pcmap.place.naver.com/place/1762336142/home?entry=bmp&from=map&fromPanelNum=2&x=127.0042962&y=37.5801069&timestamp=202309071850,2023-09-07 18:45:56
학전블루 소극장,공연장,4.63,626,서울 종로구 대학로12길 46,02-763-8233,https://pcmap.place.naver.com/place/11639698/home?entry=bmp&from=map&fromPanelNum=2&x=127.003731&y=37.5820626&timestamp=202309071850,2023-09-07 18:45:56
미마지아트센터 물빛극장,공연장,정보 없음,692,서울 종로구 대학로8가길 129 동원빌딩 지하 1층,02-6404-5005,https://pcmap.place.naver.com/place/11663674/home?entry=bmp&from=map&fromPanelNum=2&x=127.00348550050198&y=37.5803325013344&timestamp=202309071850,2023-09-07 18:45:56
세우아트센터 2관,"공연,연극시설",정보 없음,240,서울 종로구 대학로12길 49 4층,070-7542-5099,https://pcmap.place.naver.com/place/1529619837/home?entry=bmp&from=map&fromPanelNum=2&x=127.003983799988&y=37.5819513000269&timestamp=202309071850,2023-09-07 18:45:56
홍컴퍼니,공연기획사,4.55,83,서울 종로구 대학로8가길 56 401호,02-3444-0205,https://pcmap.place.naver.com/place/1165665964/home?entry=bmp&from=map&fromPanelNum=2&x=127.0028803&y=37.5830086&timestamp=202309071850,2023-09-07 18:45:56
세종예술아카데미,"평생,사회교육원",정보 없음,32,서울 종로구 세종대로 175 세종문화회관,02-399-1608,https://pcmap.place.naver.com/place/13284910/home?entry=bmp&from=map&fromPanelNum=2&x=126.97581199998699&y=37.5719370006232&timestamp=202309071850,2023-09-07 18:45:56
서일문화예술고등학교,고등학교,정보 없음,292,서울 종로구 지봉로17길 49,0507-1402-5863,https://pcmap.place.naver.com/place/12112178/home?entry=bmp&from=map&fromPanelNum=2&x=127.0128552&y=37.579367299999994&timestamp=202309071850,2023-09-07 18:45:56
이화여자고등학교100주년기념관,부속건물,정보 없음,124,서울 중구 정동길 26,02-777-4258,https://pcmap.place.naver.com/place/13283331/home?entry=bmp&from=map&fromPanelNum=2&x=126.9706692&y=37.5662346&timestamp=202309071850,2023-09-07 18:45:56
CJ아지트 대학로점,공연장,정보 없음,334,"서울 종로구 대학로12길 69 태원빌딩 지하 1층, 2층",02-6740-1419,https://pcmap.place.naver.com/place/37815081/home?entry=bmp&from=map&fromPanelNum=2&x=127.00391960054199&y=37.5809648005746&timestamp=202309071851,2023-09-07 18:45:56
예장연극영화학원,연기학원,정보 없음,39,서울 종로구 대학로8가길 80 리트모빌딩 4층,0507-1382-3141,https://pcmap.place.naver.com/place/11882204/home?entry=bmp&from=map&fromPanelNum=2&x=127.003218846153&y=37.582473426838&timestamp=202309071851,2023-09-07 18:45:56
단하나연기클래스,연기학원,정보 없음,9,서울 종로구 성균관로3길 11,0507-1342-3675,https://pcmap.place.naver.com/place/1464035869/home?entry=bmp&from=map&fromPanelNum=2&x=126.99753619999998&y=37.5834523&timestamp=202309071851,2023-09-07 18:45:56
성균관컨벤션웨딩홀,예식장,정보 없음,205,서울 종로구 성균관로 31,02-744-0677,https://pcmap.place.naver.com/place/11545666/home?entry=bmp&from=map&fromPanelNum=2&x=126.9967399&y=37.5853547&timestamp=202309071851,2023-09-07 18:45:56
넘버나인,제조업,정보 없음,0,서울 종로구 종로 266 동대문종합상가 B동 5043-2호,0507-1400-0128,https://pcmap.place.naver.com/place/1328934375/home?entry=bmp&from=map&fromPanelNum=2&x=127.0073287&y=37.5707065&timestamp=202309071851,2023-09-07 18:45:56
베리컴퍼니,공연장,정보 없음,160,서울 종로구 동숭3길 30,02-3674-2525,https://pcmap.place.naver.com/place/1731932593/home?entry=bmp&from=map&fromPanelNum=2&x=127.00480110010201&y=37.582356901058695&timestamp=202309071851,2023-09-07 18:45:56
담소,"도서,음반,문구",정보 없음,159,서울 종로구 대학로12길 73 2층 담소,02-556-4305,https://pcmap.place.naver.com/place/1182861291/home?entry=bmp&from=map&fromPanelNum=2&x=127.0039908&y=37.5808259&timestamp=202309071851,2023-09-07 18:45:56
