create_time,area,name,type,star_rating,review_sum,address,contact
2023-08-12 22:26:46,jongno,배스랩,공방,정보 없음,81,서울 중구 을지로18길 10 2층 203호,0507-1349-6985
2023-08-12 22:26:46,jongno,아뜰리에나훔,공방,정보 없음,8,서울 종로구 창신5길 24,0507-1301-9437
2023-08-12 22:26:46,jongno,가죽공방 레더레스트,공방,정보 없음,67,서울 종로구 성균관로 19 302호 가죽공방 레더레스트,0507-1402-0138
2023-08-12 22:26:46,jongno,아로마포레스트 명동,향수공방,4.98,정보 없음,서울 중구 마른내로4길 10 정산빌딩 5층 501호,0507-1479-1435
2023-08-12 22:26:46,jongno,플롬,공방,4.98,정보 없음,서울 중구 마른내로4길 10 정산빌딩 5층 501호,0507-1479-1435
2023-08-12 22:26:46,jongno,SYLK,공방,정보 없음,25,서울 종로구 창경궁로 253-7 어젤리아명륜2 2층 33호,0507-1388-2544
2023-08-12 22:26:46,jongno,니어 이든,공방,정보 없음,8,서울 중구 퇴계로 370 니어 이든,0507-1377-1827
2023-08-12 22:26:46,jongno,손놀림공방,가죽제품제작,정보 없음,8,서울 종로구 낙산성곽서1길 19-1,0507-1318-4704
2023-08-12 22:26:46,jongno,동림매듭공방,박물관,정보 없음,43,서울 종로구 북촌로12길 10,02-3673-2778
2023-08-12 22:26:46,jongno,SWU스튜디오,공방,정보 없음,1,서울 종로구 청계천로 159 세운상가 7층,정보 없음
2023-08-12 22:26:46,jongno,08스튜디오,공방,4.55,86,서울 종로구 혜화로 13 1층 08스튜디오,0507-1352-5316
2023-08-12 22:26:46,jongno,오우공방,공방,4.55,86,서울 종로구 혜화로 13 1층 08스튜디오,0507-1352-5316
2023-08-12 22:26:46,jongno,을지화실,공방,4.53,34,서울 중구 을지로 138-1,0507-1435-3396
2023-08-12 22:26:46,jongno,로파파레더,공방,정보 없음,23,서울 종로구 지봉로17길 12-1 1층 1호 가죽공방,0507-1392-9969
2023-08-12 22:26:46,jongno,카넬라,공방,정보 없음,170,서울 종로구 계동4길 10-6,0507-1425-0127
2023-08-12 22:26:46,jongno,식물이 좋아서,공방,정보 없음,12,서울 종로구 계동길 98 2층,0507-1331-1106
2023-08-12 22:26:46,jongno,디셈브레 안국,공방,정보 없음,26,서울 종로구 북촌로5가길 8-7,0507-1445-7720
2023-08-12 22:26:46,jongno,디앤나잇,공방,정보 없음,20,서울 종로구 창경궁로29길 36 2층,0507-1391-0172
2023-08-12 22:26:46,jongno,요호,공방,4.96,202,서울 중구 퇴계로 159-6 3층 요호,0507-1484-0906
2023-08-12 22:26:46,jongno,랩포터리,공방,4.96,202,서울 중구 퇴계로 159-6 3층 요호,0507-1484-0906
2023-08-12 22:26:46,jongno,미묘한 균형,공방,5,87,서울 중구 퇴계로56길 26 102호,0507-1385-8605
2023-08-12 22:26:46,jongno,hhhh.note,공방,정보 없음,12,서울 종로구 필운대로 41 2층,0507-1398-6215
2023-08-12 22:26:46,jongno,오브지 세라믹스튜디오,공방,정보 없음,0,서울 중구 퇴계로41길 45 3층 301,010-2211-1579
2023-08-12 22:26:46,jongno,삼월의 작업실,공방,정보 없음,13,서울 종로구 자하문로30길 9 101호,02-732-8111
2023-08-12 22:26:46,jongno,베르씨빌라쥬,공방,4.45,88,서울 종로구 자하문로5길 25,010-2063-3126
2023-08-12 22:26:46,jongno,마스터.케이가죽공방,공방,4.45,88,서울 종로구 자하문로5길 25,010-2063-3126
2023-08-12 22:26:46,jongno,휘향찬란,공예용품,정보 없음,95,서울 종로구 인사동길 44 2층,0507-1376-9463
2023-08-12 22:26:46,jongno,애프터아워즈,공방,정보 없음,12,서울 중구 창경궁로5길 19 201호,0507-1362-8623
